Date(D/M/YYYY),PM2.5,PM10,O3,NO2,SO2,AQI
6-Apr-23,135.0,41.0,38.0,199.0,181.0,219
7-Apr-23,128.0,89.0,41.0,124.0,175.0,168
8-Apr-23,145.0,49.0,63.0,207.0,153.0,227
9-Apr-23,166.0,60.0,56.0,56.0,162.0,216
10-Apr-23,168.0,64.0,66.0,87.0,152.0,218
11-Apr-23,189.0,66.0,44.352,99.0,143.0,239
12-Apr-23,155.0,59.0,60.767,89.0,129.0,205
13-Apr-23,142.0,63.0,62.204,8.969,208.0,188
14-Apr-23,142.0,54.0,30.418,10.721,157.0,188
15-Apr-23,179.0,81.0,34.645,9.867,167.0,229
16-Apr-23,138.0,75.0,35.976,29.1269,194.0,183
17-Apr-23,155.0,71.0,49.427,19.0,123.0,205
18-Apr-23,157.0,20.0,28.702,18.0,10.557,207
19-Apr-23,139.0,52.0,27.906,17.0,5.858,184
20-Apr-23,90.0,67.0,24.437,7.0,18.746,119
21-Apr-23,61.0,44.0,32.852,8.0,11.335,82
22-Apr-23,64.0,39.0,175.335,8.0,19.854,217
23-Apr-23,65.0,55.0,79.412,10.0,28.076,87
24-Apr-23,118.0,59.0,21.0,10.0,23.421,154
25-Apr-23,143.0,40.0,18.0,14.0,18.377,190
26-Apr-23,146.0,75.0,20.0,23.0,59.38,194
27-Apr-23,93.0,49.0,29.0,7.0,13.524,122
28-Apr-23,133.0,55.0,18.0,17.0,13.402,176
29-Apr-23,132.0,61.0,28.0,12.0,23.097,174
30-Apr-23,111.0,58.0,18.0,62.0,187.45,145
1-May-23,107.0,68.0,39.0,6.0,87.28,140
2-May-23,95.0,61.0,18.0,107.0,87.461,127
3-May-23,112.0,76.0,35.0,15.0,16.113,146
4-May-23,112.0,64.0,19.0,15.0,17.0,146
5-May-23,123.0,64.0,19.0,18.0,27.895,161
6-May-23,142.0,71.0,28.0,18.0,178.931,188
7-May-23,72.0,45.0,18.0,12.0,27.901,96
8-May-23,103.0,67.0,32.0,14.0,2.228,135
9-May-23,147.0,56.0,20.0,16.0,3.31,196
10-May-23,144.0,63.0,27.0,8.0,24.709,191
11-May-23,194.0,73.0,18.0,8.0,170.71,244
12-May-23,244.0,78.0,26.0,23.0,51.174,294
13-May-23,208.0,64.0,41.0,71.0,3.0,258
14-May-23,134.0,47.0,30.0,34.0,3.0,177
15-May-23,168.0,48.0,27.0,28.0,43.0,218
16-May-23,202.0,62.0,48.0,133.0,6.0,252
17-May-23,163.0,56.0,35.0,35.0,3.0,213
18-May-23,149.0,47.0,29.0,29.0,6.0,199
19-May-23,142.0,75.0,22.0,32.0,3.0,188
20-May-23,168.0,39.0,31.0,28.0,4.0,218
21-May-23,178.0,68.0,35.0,35.0,6.0,228
22-May-23,200.0,69.0,29.0,35.0,4.0,250
23-May-23,162.0,78.0,34.0,42.0,4.0,212
24-May-23,106.0,96.0,48.0,28.0,87.0,139
25-May-23,58.0,55.0,22.0,71.0,120.0,114
26-May-23,116.0,89.0,25.0,105.0,133.0,151
27-May-23,111.0,69.0,49.0,97.0,66.0,145
28-May-23,120.0,101.0,19.0,77.0,70.0,157
29-May-23,104.0,85.0,200.0,108.0,68.0,280
30-May-23,102.0,104.0,202.0,81.0,69.0,285
31-May-23,109.0,93.0,54.0,54.0,100.0,142
1-Jun-23,93.0,88.0,67.0,64.0,115.0,122
2-Jun-23,139.0,41.0,190.0,80.0,125.0,254
3-Jun-23,153.0,109.0,200.0,28.0,123.0,280
4-Jun-23,126.0,47.0,179.0,98.0,141.0,226
5-Jun-23,123.0,115.0,185.0,106.0,131.0,242
6-Jun-23,88.0,70.0,154.0,47.0,151.0,179
7-Jun-23,125.0,118.0,105.0,48.0,142.0,164
8-Jun-23,236.0,71.0,60.0,28.0,138.0,286
9-Jun-23,174.0,129.0,143.0,67.0,175.0,224
10-Jun-23,145.0,79.0,143.0,79.0,171.0,193
11-Jun-23,118.0,41.0,77.0,66.0,156.0,154
12-Jun-23,147.0,75.0,154.0,108.0,165.0,196
13-Jun-23,133.0,52.0,239.0,97.0,141.0,307
14-Jun-23,116.0,89.0,159.0,87.0,157.0,187
15-Jun-23,89.0,65.0,203.0,28.0,172.0,287
16-Jun-23,125.0,97.0,136.0,28.0,175.0,164
17-Jun-23,143.0,70.0,77.0,42.0,185.0,190
18-Jun-23,147.0,108.0,174.0,33.0,209.0,214
19-Jun-23,130.0,91.0,206.0,28.0,206.0,295
20-Jun-23,157.0,68.0,151.0,42.0,160.0,207
21-Jun-23,149.0,58.0,147.0,63.0,157.0,199
22-Jun-23,139.0,76.0,161.0,65.0,203.0,190
23-Jun-23,140.0,36.0,80.0,28.0,203.0,186
24-Jun-23,138.0,57.0,203.0,31.0,148.0,287
25-Jun-23,119.0,63.0,158.0,37.0,87.0,185
26-Jun-23,69.0,81.0,153.0,80.0,112.0,178
27-Jun-23,131.0,68.0,130.0,33.0,171.0,173
28-Jun-23,88.0,80.0,58.0,11.0,195.0,139
29-Jun-23,100.0,77.0,72.0,36.0,197.0,139
30-Jun-23,74.0,67.0,64.0,27.0,194.0,138
1-Jul-23,112.0,71.0,53.0,45.0,181.0,146
2-Jul-23,102.0,81.0,45.0,28.0,175.0,134
3-Jul-23,104.0,62.0,38.0,12.0,153.0,136
4-Jul-23,87.0,87.0,41.0,10.0,162.0,128
5-Jul-23,79.0,59.0,63.0,64.0,152.0,125
6-Jul-23,116.0,83.0,56.0,51.0,143.0,151
7-Jul-23,114.0,65.0,66.0,56.0,129.0,149
8-Jul-23,113.0,98.0,44.352,73.0,208.0,147
9-Jul-23,112.0,67.0,60.767,36.0,157.0,146
10-Jul-23,109.0,104.0,62.204,145.0,167.0,165
11-Jul-23,107.0,69.0,30.418,200.0,194.0,220
12-Jul-23,106.0,53.0,34.645,147.0,123.0,167
13-Jul-23,104.0,69.0,35.976,82.0,10.557,136
14-Jul-23,92.0,86.0,49.427,86.0,5.858,121
15-Jul-23,146.0,63.0,28.702,89.0,18.746,194
16-Jul-23,124.0,90.0,27.906,65.0,11.335,163
17-Jul-23,137.0,84.0,24.437,17.0,19.854,181
18-Jul-23,111.0,88.0,32.852,7.0,28.076,145
19-Jul-23,112.0,75.0,175.335,8.0,23.421,217
20-Jul-23,133.0,86.0,79.412,8.0,18.377,176
21-Jul-23,122.0,79.0,21.0,10.0,59.38,160
22-Jul-23,84.0,83.0,18.0,10.0,13.524,111
23-Jul-23,94.0,73.0,20.0,14.0,13.402,124
24-Jul-23,90.0,91.0,29.0,23.0,23.097,119
25-Jul-23,128.0,71.0,18.0,7.0,187.45,168
26-Jul-23,119.0,68.0,28.0,17.0,87.28,155
27-Jul-23,67.0,75.0,18.0,12.0,87.461,103
28-Jul-23,104.0,93.0,39.0,62.0,16.113,136
29-Jul-23,72.0,72.0,18.0,6.0,17.0,96
30-Jul-23,113.0,96.0,35.0,107.0,27.895,147
31-Jul-23,95.0,75.0,19.0,15.0,178.931,133
1-Aug-23,109.0,104.0,19.0,15.0,27.901,142
2-Aug-23,121.0,89.0,28.0,18.0,2.228,158
3-Aug-23,114.0,69.0,18.0,18.0,3.31,149
4-Aug-23,96.0,91.0,32.0,12.0,24.709,126
5-Aug-23,114.0,67.0,20.0,14.0,170.71,149
6-Aug-23,97.0,82.0,27.0,16.0,51.174,127
7-Aug-23,122.0,71.0,18.0,8.0,3.0,160
8-Aug-23,129.0,44.0,26.0,8.0,3.0,170
9-Aug-23,129.0,97.0,41.0,23.0,43.0,170
10-Aug-23,134.0,52.0,30.0,71.0,6.0,177
11-Aug-23,124.0,60.0,27.0,34.0,3.0,163
12-Aug-23,104.0,56.0,48.0,28.0,6.0,136
13-Aug-23,101.0,84.0,35.0,133.0,3.0,153
14-Aug-23,96.0,55.0,29.0,35.0,4.0,126
15-Aug-23,96.0,63.0,22.0,29.0,6.0,126
16-Aug-23,124.0,48.0,31.0,32.0,4.0,163
17-Aug-23,126.0,56.0,35.0,28.0,4.0,165
18-Aug-23,144.0,41.0,29.0,35.0,87.0,191
19-Aug-23,141.0,76.0,34.0,35.0,120.0,187
20-Aug-23,121.0,82.0,48.0,42.0,133.0,158
21-Aug-23,151.0,37.0,22.0,28.0,66.0,201
22-Aug-23,107.0,78.0,25.0,71.0,70.0,140
23-Aug-23,111.0,66.0,49.0,105.0,68.0,145
24-Aug-23,109.0,76.0,19.0,97.0,69.0,142
25-Aug-23,93.0,93.0,200.0,77.0,100.0,280
26-Aug-23,114.0,78.0,202.0,108.0,115.0,285
27-Aug-23,129.0,110.0,54.0,81.0,125.0,170
28-Aug-23,112.0,84.0,67.0,54.0,123.0,146
29-Aug-23,112.0,92.0,190.0,64.0,141.0,254
30-Aug-23,145.0,88.0,200.0,80.0,131.0,280
31-Aug-23,128.0,74.0,179.0,28.0,151.0,226
1-Sep-23,116.0,86.0,185.0,98.0,142.0,242
2-Sep-23,115.0,81.0,154.0,106.0,138.0,179
3-Sep-23,118.0,73.0,105.0,47.0,175.0,154
4-Sep-23,116.0,93.0,60.0,48.0,171.0,151
5-Sep-23,126.0,83.0,143.0,28.0,156.0,165
6-Sep-23,161.0,110.0,143.0,67.0,165.0,211
7-Sep-23,146.0,81.0,77.0,79.0,141.0,194
8-Sep-23,162.0,132.0,154.0,66.0,157.0,212
9-Sep-23,133.0,86.0,239.0,108.0,172.0,307
10-Sep-23,89.0,145.0,159.0,97.0,175.0,187
11-Sep-23,80.0,88.0,203.0,87.0,185.0,287
12-Sep-23,126.0,129.0,136.0,28.0,209.0,165
13-Sep-23,154.0,104.0,77.0,28.0,206.0,204
14-Sep-23,153.0,115.0,174.0,42.0,160.0,214
15-Sep-23,104.0,98.0,206.0,33.0,157.0,295
16-Sep-23,103.0,108.0,151.0,28.0,203.0,175
17-Sep-23,82.0,104.0,147.0,42.0,203.0,169
18-Sep-23,84.0,121.0,161.0,63.0,148.0,190
19-Sep-23,91.0,119.0,80.0,65.0,87.0,120
20-Sep-23,150.0,70.0,203.0,28.0,112.0,287
21-Sep-23,164.0,133.0,158.0,31.0,171.0,214
22-Sep-23,137.0,85.0,153.0,37.0,195.0,181
23-Sep-23,88.0,128.0,130.0,80.0,197.0,144
24-Sep-23,113.0,116.0,58.0,33.0,194.0,147
25-Sep-23,125.0,127.0,72.0,11.0,181.0,164
26-Sep-23,150.0,121.0,64.0,36.0,175.0,200
27-Sep-23,142.0,130.0,53.0,27.0,153.0,188
28-Sep-23,145.0,91.0,45.0,45.0,162.0,193
29-Sep-23,152.0,134.0,38.0,28.0,152.0,202
30-Sep-23,136.0,82.0,41.0,12.0,143.0,180
1-Oct-23,140.0,61.0,63.0,10.0,129.0,186
2-Oct-23,146.0,52.0,56.0,64.0,208.0,194
3-Oct-23,178.0,56.0,66.0,51.0,157.0,228
4-Oct-23,173.0,48.0,44.352,56.0,167.0,223
5-Oct-23,167.0,91.0,60.767,73.0,194.0,217
6-Oct-23,177.0,65.0,62.204,36.0,123.0,227
7-Oct-23,151.0,107.0,30.418,145.0,10.557,201
8-Oct-23,157.0,91.0,34.645,200.0,5.858,220
9-Oct-23,155.0,108.0,35.976,147.0,18.746,205
10-Oct-23,95.0,131.0,49.427,82.0,11.335,125
11-Oct-23,155.0,111.0,28.702,86.0,19.854,205
12-Oct-23,199.0,113.0,27.906,89.0,28.076,249
13-Oct-23,169.0,117.0,24.437,65.0,23.421,219
14-Oct-23,149.0,79.0,32.852,179.0,18.377,199
15-Oct-23,93.0,122.0,175.335,96.0,59.38,217
16-Oct-23,108.0,67.0,79.412,88.0,13.524,141
17-Oct-23,89.0,118.0,21.0,76.0,13.402,117
18-Oct-23,96.0,113.0,18.0,50.0,23.097,126
19-Oct-23,156.0,128.0,20.0,86.0,187.45,206
20-Oct-23,212.0,110.0,29.0,73.0,87.28,262
21-Oct-23,221.0,131.0,18.0,52.0,87.461,271
22-Oct-23,228.0,136.0,28.0,52.0,16.113,278
23-Oct-23,164.0,133.0,18.0,75.0,17.0,214
24-Oct-23,196.0,154.0,39.0,148.0,27.895,246
25-Oct-23,232.0,136.0,18.0,199.0,178.931,282
26-Oct-23,210.0,173.0,35.0,124.0,27.901,260
27-Oct-23,237.0,135.0,19.0,207.0,2.228,287
28-Oct-23,258.0,181.0,19.0,56.0,3.31,308
29-Oct-23,362.0,190.0,28.0,87.0,24.709,408
30-Oct-23,330.0,193.0,18.0,99.0,170.71,380
31-Oct-23,341.0,151.0,32.0,89.0,51.174,391
1-Nov-23,297.0,127.0,20.0,8.969,3.0,347
2-Nov-23,308.0,154.0,27.0,10.721,3.0,358
3-Nov-23,272.0,143.0,18.0,9.867,43.0,322
4-Nov-23,320.0,163.0,26.0,29.1269,6.0,370
5-Nov-23,294.0,184.0,41.0,19.0,3.0,344
6-Nov-23,352.0,174.0,30.0,18.0,6.0,402
7-Nov-23,403.0,173.0,27.0,17.0,3.0,436
8-Nov-23,367.0,172.0,48.0,7.0,4.0,412
9-Nov-23,382.0,209.0,35.0,8.0,6.0,422
10-Nov-23,158.0,181.0,29.0,8.0,4.0,208
11-Nov-23,162.0,215.0,22.0,10.0,4.0,212
12-Nov-23,172.0,167.0,31.0,10.0,87.0,222
13-Nov-23,267.0,201.0,35.0,14.0,120.0,317
14-Nov-23,252.0,187.0,29.0,23.0,133.0,302
15-Nov-23,236.0,55.0,34.0,7.0,66.0,286
16-Nov-23,295.0,188.0,48.0,17.0,70.0,345
17-Nov-23,276.0,97.0,22.0,12.0,68.0,326
18-Nov-23,283.0,167.0,25.0,62.0,69.0,333
19-Nov-23,300.0,124.0,49.0,6.0,100.0,350
20-Nov-23,285.0,164.0,19.0,107.0,115.0,335
21-Nov-23,277.0,149.0,200.0,15.0,125.0,327
22-Nov-23,263.0,167.0,202.0,15.0,123.0,313
23-Nov-23,384.0,167.0,54.0,18.0,141.0,423
24-Nov-23,401.0,171.0,67.0,18.0,131.0,434
25-Nov-23,290.0,181.0,190.0,12.0,151.0,340
26-Nov-23,365.0,161.0,200.0,14.0,142.0,410
27-Nov-23,378.0,187.0,179.0,16.0,138.0,419
28-Nov-23,358.0,167.0,185.0,8.0,175.0,406
29-Nov-23,332.0,200.0,154.0,8.0,171.0,382
30-Nov-23,225.0,172.0,105.0,23.0,156.0,275
